category_set,design_weighted_position_estimate,external_unsafe,pku_unsafe,rendering,sample_response_positions,site
Cybercrime | Insulting Behavior | Mental Manipulation | Privacy Violation,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Insulting Behavior | Mental Manipulation | Privacy Violation,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Insulting Behavior | Mental Manipulation | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Insulting Behavior | Privacy Violation,23.641,false,true,response_only,2,shieldgemma_9b
Cybercrime | Insulting Behavior | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Insulting Behavior | Privacy Violation | Psychological Harm,36.468999999999994,false,true,response_only,3,shieldgemma_9b
Cybercrime | Insulting Behavior | Privacy Violation | Psychological Harm,49.297,true,true,response_only,4,shieldgemma_9b
Cybercrime | Insulting Behavior | Privacy Violation | Psychological Harm | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Insulting Behavior | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Insulting Behavior | Psychological Harm,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Mental Manipulation,292.75199999999995,false,true,response_only,13,shieldgemma_9b
Cybercrime | Mental Manipulation | Physical Harm | Privacy Violation,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Mental Manipulation | Privacy Violation,212.03100000000003,false,true,response_only,17,shieldgemma_9b
Cybercrime | Mental Manipulation | Privacy Violation,25.656,true,true,response_only,2,shieldgemma_9b
Cybercrime | Mental Manipulation | Privacy Violation | Psychological Harm,31.596999999999998,false,true,response_only,3,shieldgemma_9b
Cybercrime | Mental Manipulation | Privacy Violation | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Mental Manipulation | Privacy Violation | Sexual Content | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Mental Manipulation | Psychological Harm,18.769,false,true,response_only,2,shieldgemma_9b
Cybercrime | Mental Manipulation | White-Collar Crime,10.813,false,true,response_only,1,shieldgemma_9b
Cybercrime | Physical Harm,42.41,false,true,response_only,4,shieldgemma_9b
Cybercrime | Physical Harm,282.90399999999994,true,true,response_only,14,shieldgemma_9b
Cybercrime | Physical Harm | Privacy Violation,154.078,false,true,response_only,17,shieldgemma_9b
Cybercrime | Physical Harm | Privacy Violation,82.805,true,true,response_only,8,shieldgemma_9b
Cybercrime | Physical Harm | Privacy Violation | Psychological Harm,11.882,false,true,response_only,2,shieldgemma_9b
Cybercrime | Physical Harm | Privacy Violation | Sexual Content,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Physical Harm | Privacy Violation | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Physical Harm | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Physical Harm | Psychological Harm | Violence,43.479,true,true,response_only,5,shieldgemma_9b
Cybercrime | Physical Harm | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Physical Harm | Violence,225.851,true,true,response_only,15,shieldgemma_9b
Cybercrime | Privacy Violation,4633.742999999998,false,true,response_only,239,shieldgemma_9b
Cybercrime | Privacy Violation,99.66300000000001,true,true,response_only,9,shieldgemma_9b
Cybercrime | Privacy Violation | Psychological Harm,260.505,false,true,response_only,24,shieldgemma_9b
Cybercrime | Privacy Violation | Psychological Harm,53.223,true,true,response_only,5,shieldgemma_9b
Cybercrime | Privacy Violation | Psychological Harm | Violence,25.656,true,true,response_only,2,shieldgemma_9b
Cybercrime | Privacy Violation | Violence,49.297,false,true,response_only,4,shieldgemma_9b
Cybercrime | Privacy Violation | Violence,55.361000000000004,true,true,response_only,7,shieldgemma_9b
Cybercrime | Privacy Violation | White-Collar Crime,119.37800000000001,false,true,response_only,10,shieldgemma_9b
Cybercrime | Violence,44.325,false,true,response_only,1,shieldgemma_9b
Cybercrime | Violence,300.82699999999994,true,true,response_only,20,shieldgemma_9b
Cybercrime | White-Collar Crime,78.879,false,true,response_only,7,shieldgemma_9b
Discriminatory Behavior,278.6389999999999,false,true,response_only,21,shieldgemma_9b
Discriminatory Behavior,1143.9160000000006,true,true,response_only,70,shieldgemma_9b
Discriminatory Behavior | Disrupting Public Order,10.813,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Disrupting Public Order | Endangering National Security | Insulting Behavior,5.941,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Disrupting Public Order | Endangering National Security | Insulting Behavior,101.47800000000001,true,true,response_only,3,shieldgemma_9b
Discriminatory Behavior | Disrupting Public Order | Insulting Behavior,202.229,true,true,response_only,16,shieldgemma_9b
Discriminatory Behavior | Disrupting Public Order | Insulting Behavior | Mental Manipulation,44.425,true,true,response_only,4,shieldgemma_9b
Discriminatory Behavior | Disrupting Public Order | Insulting Behavior | Psychological Harm,22.695,true,true,response_only,3,shieldgemma_9b
Discriminatory Behavior | Disrupting Public Order | Insulting Behavior | Psychological Harm | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Disrupting Public Order | Insulting Behavior | Violence,24.709999999999997,true,true,response_only,3,shieldgemma_9b
Discriminatory Behavior | Economic Crime | Human Trafficking,12.828,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Economic Crime | Insulting Behavior,10.813,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Economic Crime | Insulting Behavior | Physical Harm | White-Collar Crime,12.828,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Endangering National Security | Insulting Behavior,16.754,true,true,response_only,2,shieldgemma_9b
Discriminatory Behavior | Endangering Public Health | Human Trafficking | Insulting Behavior | Physical Harm | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Endangering Public Health | Insulting Behavior,16.754,true,true,response_only,2,shieldgemma_9b
Discriminatory Behavior | Human Trafficking | Insulting Behavior,5.941,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Human Trafficking | Insulting Behavior | Psychological Harm,5.941,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Human Trafficking | Insulting Behavior | Sexual Content,12.828,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Human Trafficking | Mental Manipulation | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Human Trafficking | Physical Harm | Sexual Content,11.882,true,true,response_only,2,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior,208.88499999999996,false,true,response_only,19,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior,2234.175000000001,true,true,response_only,124,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Mental Manipulation,11.882,false,true,response_only,2,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Mental Manipulation,23.641,true,true,response_only,2,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Mental Manipulation | Privacy Violation | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Mental Manipulation | Psychological Harm,5.941,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Physical Harm,5.941,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Physical Harm,21.626,true,true,response_only,2,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Physical Harm | Psychological Harm,5.941,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Physical Harm | Psychological Harm | Violence,11.882,true,true,response_only,2,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Privacy Violation,88.65,true,true,response_only,2,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Psychological Harm,201.16,true,true,response_only,15,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Psychological Harm | Sexual Content | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Psychological Harm | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Sexual Content | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Insulting Behavior | Violence,24.71,true,true,response_only,3,shieldgemma_9b
Discriminatory Behavior | Mental Manipulation | Psychological Harm,5.941,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Mental Manipulation | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Psychological Harm,5.941,false,true,response_only,1,shieldgemma_9b
Discriminatory Behavior | Psychological Harm,10.813,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order,591.3629999999997,false,true,response_only,50,shieldgemma_9b
Disrupting Public Order,16.754,true,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Drugs,12.828,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Drugs,5.941,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Drugs | Physical Harm,10.813,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Economic Crime | Endangering National Security,35.522999999999996,false,true,response_only,4,shieldgemma_9b
Disrupting Public Order | Economic Crime | Endangering National Security | Endangering Public Health | Mental Manipulation,12.828,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Economic Crime | White-Collar Crime,18.769,false,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Endangering National Security,171.674,false,true,response_only,19,shieldgemma_9b
Disrupting Public Order | Endangering National Security,10.813,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Endangering Public Health,25.656,true,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Endangering Public Health | Physical Harm,12.828,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Endangering Public Health | Privacy Violation,10.813,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Endangering Public Health | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Human Trafficking,5.941,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Human Trafficking | Violence,5.941,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Insulting Behavior,18.769,false,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Insulting Behavior,12.828,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Mental Manipulation,206.47800000000004,false,true,response_only,25,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Mental Manipulation,5.941,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Mental Manipulation | Psychological Harm,5.941,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Mental Manipulation | White-Collar Crime,5.941,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Physical Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Psychological Harm,24.709999999999997,false,true,response_only,3,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Violence,57.253,false,true,response_only,5,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Violence,79.00200000000001,true,true,response_only,9,shieldgemma_9b
Disrupting Public Order | Endangering Public Health,12.828,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Environmental Damage,10.813,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Mental Manipulation,12.828,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Physical Harm,5.941,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Psychological Harm,18.769,true,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Violence,10.813,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Environmental Damage,23.641,false,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Environmental Damage,23.641,true,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Environmental Damage | Mental Manipulation,5.941,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Environmental Damage | Privacy Violation,10.813,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Environmental Damage | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior,99.46300000000001,false,true,response_only,3,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Mental Manipulation,86.83500000000001,false,true,response_only,8,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Mental Manipulation | Physical Harm,12.828,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Mental Manipulation | Psychological Harm,5.941,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Mental Manipulation | Psychological Harm,5.941,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Violence,5.941,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Violence,10.813,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Mental Manipulation,509.0009999999995,false,true,response_only,33,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Privacy Violation | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Psychological Harm,55.361000000000004,false,true,response_only,7,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Psychological Harm | Violence,5.941,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Violence,11.882,true,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | White-Collar Crime,12.828,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Physical Harm,27.567,false,true,response_only,3,shieldgemma_9b
Disrupting Public Order | Physical Harm,11.882,true,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Physical Harm | Privacy Violation,5.941,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Physical Harm | Privacy Violation,10.813,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Physical Harm | Violence,38.483999999999995,false,true,response_only,3,shieldgemma_9b
Disrupting Public Order | Physical Harm | Violence,68.066,true,true,response_only,6,shieldgemma_9b
Disrupting Public Order | Privacy Violation,31.596999999999998,false,true,response_only,3,shieldgemma_9b
Disrupting Public Order | Privacy Violation | Violence,11.882,false,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Psychological Harm | Violence,25.656,true,true,response_only,2,shieldgemma_9b
Disrupting Public Order | Sexual Content,10.813,true,true,response_only,1,shieldgemma_9b
Disrupting Public Order | Violence,168.598,false,true,response_only,10,shieldgemma_9b
Disrupting Public Order | Violence,74.849,true,true,response_only,7,shieldgemma_9b
Drugs,223.732,false,true,response_only,16,shieldgemma_9b
Drugs,1258.111,true,true,response_only,86,shieldgemma_9b
Drugs | Economic Crime,145.90300000000002,false,true,response_only,7,shieldgemma_9b
Drugs | Economic Crime,201.03699999999998,true,true,response_only,13,shieldgemma_9b
Drugs | Economic Crime | Endangering National Security,12.828,false,true,response_only,1,shieldgemma_9b
Drugs | Economic Crime | Endangering National Security,5.941,true,true,response_only,1,shieldgemma_9b
Drugs | Economic Crime | Endangering Public Health,23.641,true,true,response_only,2,shieldgemma_9b
Drugs | Economic Crime | Human Trafficking | Mental Manipulation | Physical Harm | Privacy Violation | Sexual Content,5.941,false,true,response_only,1,shieldgemma_9b
Drugs | Economic Crime | Mental Manipulation,12.828,true,true,response_only,1,shieldgemma_9b
Drugs | Economic Crime | Physical Harm | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Drugs | Economic Crime | Privacy Violation,12.828,false,true,response_only,1,shieldgemma_9b
Drugs | Economic Crime | Privacy Violation,51.312,true,true,response_only,4,shieldgemma_9b
Drugs | Economic Crime | Psychological Harm,10.813,false,true,response_only,1,shieldgemma_9b
Drugs | Economic Crime | White-Collar Crime,152.044,false,true,response_only,14,shieldgemma_9b
Drugs | Economic Crime | White-Collar Crime,244.543,true,true,response_only,13,shieldgemma_9b
Drugs | Endangering National Security,5.941,true,true,response_only,1,shieldgemma_9b
Drugs | Endangering Public Health,27.567,true,true,response_only,3,shieldgemma_9b
Drugs | Endangering Public Health | Physical Harm,12.828,true,true,response_only,1,shieldgemma_9b
Drugs | Environmental Damage,10.813,true,true,response_only,1,shieldgemma_9b
Drugs | Human Trafficking,5.941,false,true,response_only,1,shieldgemma_9b
Drugs | Human Trafficking | Mental Manipulation,5.941,true,true,response_only,1,shieldgemma_9b
Drugs | Human Trafficking | Mental Manipulation | Physical Harm | Sexual Content,5.941,false,true,response_only,1,shieldgemma_9b
Drugs | Human Trafficking | Mental Manipulation | Sexual Content,5.941,true,true,response_only,1,shieldgemma_9b
Drugs | Human Trafficking | Physical Harm | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Drugs | Mental Manipulation,112.29100000000001,true,true,response_only,4,shieldgemma_9b
Drugs | Mental Manipulation | Physical Harm | Psychological Harm,10.813,false,true,response_only,1,shieldgemma_9b
Drugs | Physical Harm,18.769,false,true,response_only,2,shieldgemma_9b
Drugs | Physical Harm,226.79700000000003,true,true,response_only,14,shieldgemma_9b
Drugs | Physical Harm | Privacy Violation,23.641,true,true,response_only,2,shieldgemma_9b
Drugs | Physical Harm | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Drugs | Physical Harm | Psychological Harm,43.479,true,true,response_only,5,shieldgemma_9b
Drugs | Privacy Violation,256.37899999999996,true,true,response_only,17,shieldgemma_9b
Drugs | Privacy Violation | Sexual Content,5.941,true,true,response_only,1,shieldgemma_9b
Drugs | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Drugs | Psychological Harm,53.223,true,true,response_only,5,shieldgemma_9b
Drugs | Sexual Content,10.813,true,true,response_only,1,shieldgemma_9b
Drugs | Violence,11.882,true,true,response_only,2,shieldgemma_9b
Economic Crime,1714.8880000000015,false,true,response_only,130,shieldgemma_9b
Economic Crime,36.469,true,true,response_only,3,shieldgemma_9b
Economic Crime | Endangering National Security,68.066,false,true,response_only,6,shieldgemma_9b
Economic Crime | Endangering National Security | Endangering Public Health | Environmental Damage,12.828,false,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering National Security | Environmental Damage | Privacy Violation,10.813,false,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering National Security | Human Trafficking,10.813,false,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering National Security | Human Trafficking | Mental Manipulation | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering National Security | Mental Manipulation,5.941,false,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering National Security | Privacy Violation,12.828,false,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering National Security | Psychological Harm,18.769,false,true,response_only,2,shieldgemma_9b
Economic Crime | Endangering National Security | White-Collar Crime,321.40699999999987,false,true,response_only,20,shieldgemma_9b
Economic Crime | Endangering Public Health,23.641,false,true,response_only,2,shieldgemma_9b
Economic Crime | Endangering Public Health,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering Public Health | Environmental Damage,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering Public Health | Environmental Damage | Privacy Violation,10.813,true,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering Public Health | Physical Harm | Psychological Harm,10.813,false,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering Public Health | Psychological Harm,36.468999999999994,false,true,response_only,3,shieldgemma_9b
Economic Crime | Endangering Public Health | Psychological Harm,36.469,true,true,response_only,3,shieldgemma_9b
Economic Crime | Endangering Public Health | White-Collar Crime,12.828,false,true,response_only,1,shieldgemma_9b
Economic Crime | Endangering Public Health | White-Collar Crime,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Environmental Damage,5.941,false,true,response_only,1,shieldgemma_9b
Economic Crime | Environmental Damage,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Environmental Damage | Privacy Violation,37.538,true,true,response_only,4,shieldgemma_9b
Economic Crime | Environmental Damage | Psychological Harm,10.813,true,true,response_only,1,shieldgemma_9b
Economic Crime | Environmental Damage | White-Collar Crime,5.941,false,true,response_only,1,shieldgemma_9b
Economic Crime | Human Trafficking | Mental Manipulation | Physical Harm,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Human Trafficking | Mental Manipulation | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Economic Crime | Human Trafficking | Privacy Violation,11.882,false,true,response_only,2,shieldgemma_9b
Economic Crime | Human Trafficking | Privacy Violation | Psychological Harm,29.582,false,true,response_only,3,shieldgemma_9b
Economic Crime | Human Trafficking | Privacy Violation | White-Collar Crime,5.941,false,true,response_only,1,shieldgemma_9b
Economic Crime | Human Trafficking | Psychological Harm,16.754,false,true,response_only,2,shieldgemma_9b
Economic Crime | Human Trafficking | White-Collar Crime,18.769,false,true,response_only,2,shieldgemma_9b
Economic Crime | Human Trafficking | White-Collar Crime,5.941,true,true,response_only,1,shieldgemma_9b
Economic Crime | Insulting Behavior,25.656,false,true,response_only,2,shieldgemma_9b
Economic Crime | Insulting Behavior | Mental Manipulation,85.766,false,true,response_only,7,shieldgemma_9b
Economic Crime | Insulting Behavior | Privacy Violation | Psychological Harm,10.813,true,true,response_only,1,shieldgemma_9b
Economic Crime | Insulting Behavior | Psychological Harm,25.656,false,true,response_only,2,shieldgemma_9b
Economic Crime | Insulting Behavior | White-Collar Crime,72.938,false,true,response_only,6,shieldgemma_9b
Economic Crime | Mental Manipulation,165.61,false,true,response_only,16,shieldgemma_9b
Economic Crime | Mental Manipulation | Privacy Violation,57.253,false,true,response_only,5,shieldgemma_9b
Economic Crime | Mental Manipulation | Privacy Violation | White-Collar Crime,12.828,false,true,response_only,1,shieldgemma_9b
Economic Crime | Mental Manipulation | Psychological Harm,51.312,false,true,response_only,4,shieldgemma_9b
Economic Crime | Mental Manipulation | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Mental Manipulation | White-Collar Crime,72.938,false,true,response_only,6,shieldgemma_9b
Economic Crime | Physical Harm,175.381,false,true,response_only,11,shieldgemma_9b
Economic Crime | Physical Harm,36.469,true,true,response_only,3,shieldgemma_9b
Economic Crime | Physical Harm | Privacy Violation,36.468999999999994,false,true,response_only,3,shieldgemma_9b
Economic Crime | Physical Harm | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Physical Harm | Privacy Violation | Psychological Harm | Violence,5.941,false,true,response_only,1,shieldgemma_9b
Economic Crime | Physical Harm | Psychological Harm,10.813,false,true,response_only,1,shieldgemma_9b
Economic Crime | Physical Harm | Violence,51.312,true,true,response_only,4,shieldgemma_9b
Economic Crime | Privacy Violation,203.12900000000002,false,true,response_only,17,shieldgemma_9b
Economic Crime | Privacy Violation | Psychological Harm,85.766,false,true,response_only,7,shieldgemma_9b
Economic Crime | Privacy Violation | Violence,5.941,false,true,response_only,1,shieldgemma_9b
Economic Crime | Privacy Violation | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Privacy Violation | Violence | White-Collar Crime,12.828,true,true,response_only,1,shieldgemma_9b
Economic Crime | Privacy Violation | White-Collar Crime,670.6969999999995,false,true,response_only,51,shieldgemma_9b
Economic Crime | Psychological Harm,23.641,false,true,response_only,2,shieldgemma_9b
Economic Crime | Psychological Harm | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Economic Crime | Psychological Harm | White-Collar Crime,50.366,false,true,response_only,5,shieldgemma_9b
Economic Crime | Violence,221.72499999999997,false,true,response_only,8,shieldgemma_9b
Economic Crime | Violence,189.25900000000001,true,true,response_only,10,shieldgemma_9b
Economic Crime | White-Collar Crime,6007.838000000013,false,true,response_only,306,shieldgemma_9b
Economic Crime | White-Collar Crime,44.325,true,true,response_only,1,shieldgemma_9b
Endangering National Security,426.90699999999975,false,true,response_only,31,shieldgemma_9b
Endangering National Security,67.12,true,true,response_only,7,shieldgemma_9b
Endangering National Security | Endangering Public Health,38.483999999999995,true,true,response_only,3,shieldgemma_9b
Endangering National Security | Endangering Public Health | Environmental Damage,18.769,true,true,response_only,2,shieldgemma_9b
Endangering National Security | Endangering Public Health | Environmental Damage | Privacy Violation,5.941,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Endangering Public Health | Physical Harm,101.47800000000001,true,true,response_only,3,shieldgemma_9b
Endangering National Security | Endangering Public Health | Physical Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Endangering National Security | Endangering Public Health | Psychological Harm,10.813,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Environmental Damage,16.754,false,true,response_only,2,shieldgemma_9b
Endangering National Security | Environmental Damage,62.125,true,true,response_only,5,shieldgemma_9b
Endangering National Security | Environmental Damage | Human Trafficking,10.813,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Environmental Damage | Privacy Violation,5.941,true,true,response_only,1,shieldgemma_9b
Endangering National Security | Environmental Damage | White-Collar Crime,10.813,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Human Trafficking | Mental Manipulation,12.828,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Human Trafficking | Mental Manipulation | Physical Harm,5.941,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Human Trafficking | Physical Harm | Psychological Harm | Violence,25.656,true,true,response_only,2,shieldgemma_9b
Endangering National Security | Human Trafficking | Psychological Harm,17.823,false,true,response_only,3,shieldgemma_9b
Endangering National Security | Human Trafficking | Psychological Harm,5.941,true,true,response_only,1,shieldgemma_9b
Endangering National Security | Human Trafficking | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Endangering National Security | Insulting Behavior | Mental Manipulation,12.828,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Mental Manipulation | Privacy Violation | Psychological Harm,5.941,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Mental Manipulation | White-Collar Crime,5.941,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Physical Harm,12.828,true,true,response_only,1,shieldgemma_9b
Endangering National Security | Physical Harm | Psychological Harm,10.813,false,true,response_only,1,shieldgemma_9b
Endangering National Security | Physical Harm | Violence,92.77600000000001,true,true,response_only,9,shieldgemma_9b
Endangering National Security | Privacy Violation,48.351,false,true,response_only,5,shieldgemma_9b
Endangering National Security | Privacy Violation | Psychological Harm,5.941,true,true,response_only,1,shieldgemma_9b
Endangering National Security | Privacy Violation | White-Collar Crime,25.656,false,true,response_only,2,shieldgemma_9b
Endangering National Security | Violence,44.425,false,true,response_only,4,shieldgemma_9b
Endangering National Security | Violence,163.94500000000002,true,true,response_only,19,shieldgemma_9b
Endangering National Security | White-Collar Crime,23.641,false,true,response_only,2,shieldgemma_9b
Endangering Public Health,302.28799999999995,false,true,response_only,15,shieldgemma_9b
Endangering Public Health,49.297,true,true,response_only,4,shieldgemma_9b
Endangering Public Health | Environmental Damage,139.954,false,true,response_only,14,shieldgemma_9b
Endangering Public Health | Environmental Damage,176.42299999999997,true,true,response_only,17,shieldgemma_9b
Endangering Public Health | Environmental Damage | Physical Harm,12.828,true,true,response_only,1,shieldgemma_9b
Endangering Public Health | Environmental Damage | Privacy Violation,60.233000000000004,true,true,response_only,7,shieldgemma_9b
Endangering Public Health | Physical Harm,91.60300000000001,true,true,response_only,9,shieldgemma_9b
